Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
IBM,Network Security Engineer,"Bengaluru East, Karnataka, India (On-site)",1 connection works here,https://www.linkedin.com/jobs/view/3813031338/?eBP=CwEAAAGOAKjYdptD2sB9KM33T-AvfY0kwnPU4bG-gFEFvEeyEjmfCzFE3CnTSY0oOur4k3XJccgXH3YnSNysdQVWc2FGZp1VrRD30I6j8cu3W0rt07jGYx7_8kFJqbDi0Uy-FfojsIE79x5zlr4VYB6pT2iLph7y3YTD4UEq5wVrGC7PdXEHx9FMGSNcCZzhmjIjpu0bhE3VwuQPdiY3P8-umBHj_FtDKEXvtMP6_9ub3dyDtuTuBZHf-RXYNwMf0LCJ9TLj0nw2h8anEIpa6_On0NeQihglNMK2wHbg1Cwm-loumDUFZJ6cgdYqdwGE8vh3YNA2LXpnfc-xbdWaL3gbNXV94iqRIZW42wr_IJTf2z6zTiwweFp8fiEsrmoO3CiXLCG-a7y4e8VDiNflUgL4Xc98h5cNrx0&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=TXoz0YjDvSQnt6T%2F3XQO0A%3D%3D&trk=flagship3_search_srp_jobs
Synopsys Inc,Network Security Engineer,"Bengaluru, Karnataka, India (On-site)",3 school alumni work here,https://www.linkedin.com/jobs/view/3835395148/?eBP=CwEAAAGOAKjYdvur1lvlqPZZ0sVIRHoIrIS87DUxndZ3AW0f9fCs-vsBMOj3s5DPh79e3pDTMtcwIfuC1lJYgGXjPDUYWBxFag6L6bkHRRDT8DIZksWy-CG8ItlbOvUxtdTije3lIVGhVVNsLg9CSn6OgiuwhfERzevMzXG_pHoEUEOJJHsSp-xUYAS2eVx4FIlqaPnkWZNXjd72ts_Z2y423UE1hT9CI8go50XmAtF2wczbag4ifFOsuHOzB2Npxrwvs_mJdGOFKEi0zLRQuxDCpSgZ1DEsQDyudAm32BhZY4-TK1G8SAyzhwd0qJoaBL8lZhty8AOtgF-PQxsAiRm7aUcphaz21dT1m_o3InnvLVUW_ra3g_2A8kksei04ODTYhh8Dpub4RMeat9fQPD_nHFLOVNVj&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=7bLVa6k0S1vXnI%2Fr9toDSQ%3D%3D&trk=flagship3_search_srp_jobs
Wipro,Network Security Engineer,"Mumbai, Maharashtra, India (On-site)",30 school alumni work here,https://www.linkedin.com/jobs/view/3830357788/?eBP=CwEAAAGOAKjYdkrommN1eFWurdCzvmr6YpQNL3MQS9HUzWSh0XDGrkYvUnHl2QYxx9JfR5acKkJC6BvcFdhZzMl60kVNTdTiEi1mXMdSu-QTbPJyrDLQ9zJbTyhgeke4wODZouGIgYEhpGPuirxoRIkgwAmyBcFwjHzYzliOEJLbuk3rMnOsAqWpWA0tg4mgLOaDhWvHbhG3zrRx5QNIgSUOMDSl3iCgkrPcqv9ZCjp30eOXpa1-g7l3vpUitfkXqycuO1N0i95JTPFQhGL5SuyU1F0im5motNN7dlhUqaC2_0df3roAN1f8w8IyGthDnbpJ-KlraFqrbuQHbSkhBq6TxBaG75B0K8sHCya_Rnhh9oRC0FsWiWUgcurv7yr-E07XE9tPKsVnTEIhyk7PkcaBTv4UbDt8KlM&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=T3mBP4D86yPeMtXAaINqrQ%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Network Security Engineer,"Delhi, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3827985250/?eBP=CwEAAAGOAKjYdnyVfjWWTT2pUBuLJZnRrmyLDHUfV1zl8MFlH3itXDKls1Ecx7VKSATPKzyEEvEC2Gt0D4szKRk01nJ5IKyNbZYZ5eZHMHBa9Rhok79n_I3jIfMIZdGAdTBvuTlIKFAKm8-IjhUWEGmIWcsb1s6o7eAUmqnLAPbJRVZpH6llw5l6BV56hT9EyHs1hTK2zL-EVTmGlsmHZyQjpQxLr-ZAsMPLmj9Sa8lgYcp8naC2HbPuAsIU7070dB7ZSLHNVML7rvJCJ7VB7drrNMgvgwOYznC1qJYlzc5x4I2KMgxd3D_6VRlhaff1Tzz-hMrwDQPFzSlsB1aqNxluZiOeIRsF4uYfLfRitnujekw7UP5fUiWd&refId=zqVGqCE4cR5WJZzyYHTKcQ%3D%3D&trackingId=y3V3bfb08m8es548Z%2BSX4w%3D%3D&trk=flagship3_search_srp_jobs
BlockTXM Inc,SAP Developer,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3823729111/?eBP=CwEAAAGOAKkSuf0zYd3gRYzCKSLsYDu-35G3SvDo1X_Wb2QeWZDpPdD9PuzwHFknRsnqfNjJcnTN8EgaBkqxvlGy8OrLasxAG_xyQB6Gm9GNzovk6SrxZKslumVswttfolpAHzjoJ1llpq0b1mcV0Z12ZCcwJ7PJOmKZbpfJwTrkGigd-ZXDYdQ-aVpDcA08p_FjaoiwL6C86yWfHRcLeVxl4KurVdkFszJOKcZ-FYSbA8pzLRZIugWiWs5bPHLDadPnKS1TwstqpAqW5qxYRPmoimMX7v-aPYlWhHILLtPpfnBJIUIYCxJeTw6I2pOTFmlT6qBAzocgjtjMAmA3iLAsfmlHOokVynH-jTwmt0Op6rcWns5v6hl1-7uLj2huYafIBepfGB_5bQmfZBaoYMJlJR0SXvXco1k&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=vjxmt0%2FWKbQCdgqvINDVVg%3D%3D&trk=flagship3_search_srp_jobs
WNS,SAP Developer,"Mumbai, Maharashtra, India (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3842135804/?eBP=CwEAAAGOAKkSuWxJ0QoF24ezsXCV83fasopG0AAQZFOhv6Hl6fLIT1ykNXFLnSl5ctqS-ETyhAT03gBAOFLApOg3-gTIR3hwavLkwASFNDG561tB2K6Wl3LpmbXWWfUPhOdlMbBvuUC7NBvKpqllvY2RsZqHt6CLJrypJ44_dOkudEeL-_iQq_RjgDm7mnlSEJxuNCE3SRDcPSWUfJI4ViL-cjM6BTtmnuVohT5g7amUtjw0T5kGt5wwKAoQeXrSHl-K5zhB1A-ja7C1o_dHN2j0XB1LvgtQO5ysJAAt6d9_kUhmppN5cIquKTQxhR_PASU8bWIpabVPpen6BYSMsWdodKrNgdZMhU67rvq2rLLPFTSXoGnmwSJU&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=t52ZDeu5vIQBi0HwifNyFQ%3D%3D&trk=flagship3_search_srp_jobs
EPAM Systems,SAP Developer,"Chennai, Tamil Nadu, India (Hybrid)",4 school alumni work here,https://www.linkedin.com/jobs/view/3775752350/?eBP=CwEAAAGOAKkSub--KixkRXATt5LtQfz36vDu7k48Gjyx1s0WPcBwyj8k-fI3tr31-XY7n9TCtwd4GT-x43McXSrpasbljcqnf2ol-IYx3zHZxZViRXKPW4tOLIs7QDR5HiGzsb0r_us29Hw3288Wlk3nKSnoNLLrW9l3dkd3LDkMHsI8WSyTAN2Llz8dAxgwQCjCEPnLyZ1BLWy83g-Fx3pn2OALimjsjRfBCw7FnY-8q0Pqlb2Z_LG5krOYFB-p_DX7SPiDGmEuuk5GoJg04rBGUHzUwTWZvqVPVGjZ3n1clvLQVEMvXpjkXvsd_qszs44wdGXuMUUUob843LhelSXlefflkzzHA9TTLxJ0AdRZ8dXoHKsvKWEfI0BF01faWmBy1GIw_Nb_8jNxnA-z1hexX8Ls0Aw3nBc&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=IrXNLsy6gkdj0p1aJwhDxA%3D%3D&trk=flagship3_search_srp_jobs
Quess IT Staffing,SAP Developer,"Pune, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3840137067/?eBP=CwEAAAGOAKkSuU8p7lSlejBzc15BHgC3J21jJXCJENGoioOBivkhd0iHpvRy0uQV8nxiMU2GXm2JfFhUNrYFzBO2cgKk-ri3hoPbIryrWHxSdbOq2MtyzbGwRoNiyfdjzK9cgFIHUVhlb8hFfm2j8PHyxhGZkX7iqFLFFMV2IurakEsJJksLVn_KbdxM3iLPxX3vURoALc5Z9xs0NShvra9uELQn-KRhfydyj-AUR_o7xyNyZWdRkGl9LVFcrXBlbNZEJVZZZ5v7tl-WforcXyOjh9fCT6I6xyAVYoDocTX2mt6gxMIgQGzYWsG8nmnvi_ONA5lwLObePrK6qU4_-zbM8FcIjR9RMAzSkKq3aDGlhNdGIjJ_4_a6&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=acIR5zbMc6WljKDqMWHq3A%3D%3D&trk=flagship3_search_srp_jobs
EPAM Systems,SAP Developer,"Hyderabad, Telangana, India (Hybrid)",4 school alumni work here,https://www.linkedin.com/jobs/view/3715666938/?eBP=CwEAAAGOAKkSuUpqDVSNa5awYQ_eSCq7J7YdY0d9qo_oTYBHnBxpEkR8NolVLbXZOf0SHo-Hhu7xEAh1_XcVeMk1YSNGDSc4EaZVEN7OhvU6ZqoOK1UY8UYYt1boojjsDkTCT2qJkFMkh6HZoBFPrkjI_gxpAdz8Jrtz1k5cA5cVakFhKcdr-BPCNqiHDAIaxKrQIaVGkgRajzErkvNIQVloyA6DiH2m4kaOtTNSPZUtldjgLWu5ngUjyuJaqXXt4s9yN5pnqKopdcXsav1qr7-t-MlSul3-yZFojm4aAQGWCATuZcHXaUA0iKvevleMIc73TgQkoT6mE9_Gm3tmRjt1zkbhyaiI9KtMBYupuarS8ug7hwsQCOOzLywGeEewi6syFPL2TPBed7Z3Yjc1WNPwnU5yWCljTgw&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=VQfwkGLImEkMCh%2BqUjKC%2Fw%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,SAP Developer,"Chennai, Tamil Nadu, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3824762019/?eBP=CwEAAAGOAKkSuYewimg0Bxu8pqDbFf3OUwuqfRkIUFbCG2fBkB6v4InQLnUr6ajejtSqjkQOZCVSnPrjfVgfHNwnoJAKKe7wIF4Z42u_6d9CrYF1hOV9P4LFvhDA4eqgMnT6oECd5s9xfJlZmJG4GcvJReFfN3nWHyDh5JJwXZ9jIeGxbiMQbet7wDdU2WZfuuHY0XgEPbGTrF80tnFvzOkpeSs4IGDlxMZhcbm_8GGK_6j__nzaYXwNykGuoNKYZgUPCkddC-hZ6h7bYSxVVYjU04yIiX7c8DuzQbm9M17PVDG87P3X_Sl1FjJH_BPAIUluFsIbEmki7cyvSB-KFtiERyRt3oOzF2AuNXTnhgyYsdu9sXm3XmE2HynMmpVB4qoj4eFZgOzL5C853GbtPQ1r14imYfnjxu0&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=u1s4QlrKD8wTqYCjoSWQ9A%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,SAP Developer,"Bengaluru, Karnataka, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3822610054/?eBP=CwEAAAGOAKkSuazNr3ZMAJpXtjyR6kICsf4Ivi9Kd64pc7dkAT6Nmf-YLgwcbcHRHhlAtJzMKpTEO9APIgGhxNjl10mV41uep3TLluySFwpuzdX6kPh3LmwJX1giFHKyQkUcy6L4aTDo034UiDr8gpy9SWQVLwXciXpxNtAgIclMX9pkLzD0dueDHnt3B5M9d1io6Jh_6CGEdQBrqNOrQuQubo8yDg8CzjftBvdtBmRazSlactSL4ZrUSJpldq__NXF-WWX7r6P7D5ZiFUnUmtL-N6UXvaF-CaBXnFd1RaPIVpIxe-lsRh4zsEG5CNzajYbExEWXRuqBl1Q-NgzNyUEZyX5gNegPxndi22GkNpO2O1-9rmA78yElFUB6iweTLhi50y9jNQwgPWjdJmO48uOAY1I1AYyacOiXSQ&refId=yrNKwINGYkYED4QI%2BqXrWA%3D%3D&trackingId=WQCjEK%2BnZDxPnMjHU0hk0Q%3D%3D&trk=flagship3_search_srp_jobs
Technip Energies,Civil Engineer,"Mumbai, Maharashtra, India (On-site)",1 connection works here,https://www.linkedin.com/jobs/view/3839036289/?eBP=CwEAAAGOAKlnsK8Ahv_DhOXU_M_PNLuveThPH7wYZ0fcYjwHUyXpyqN1cXKD0PoLcswXZ1vXydmBJ_tuSxt6HWrs0M0lO0e_nrUgGQVKNFpq1qcVO_BaaJB-5Ij8-lkox6CMEQMQfLzPEw6j5ukep1bB25lpqvV2K3ng_DU2J8onzSi9z0G1FuHUCfC4HwGSu6c4l3nKGusoj94DNFXFYWXJm9TPNXm0otKncY17VbbMpMHL4NnkydA6ySr7RNKBEbLflEjGRtkEGxbLIzIvfFelaSjgnvpEUDfw6NiFCEC1IyQHOHbS-lLy1rF_uvAAPo3IXb12T95pu9XeU20uth6t1IAbdkKiZKMwQuupgnyXfxOiyW8uhr93ZXMKoMs-lhesvGoWZgMLMRpKNxuUzK2kGjIMQjP4&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=0fbwgN1y%2BBd2rCWQPrSmEg%3D%3D&trk=flagship3_search_srp_jobs
DEEJOS Architects & Construction,Civil Engineer,"Chennai, Tamil Nadu, India (On-site)",,https://www.linkedin.com/jobs/view/3837506430/?eBP=CwEAAAGOAKlnsKf98cXxCtoi6Wjs0LNm--tUJ2H-X0rnitKUpVPKywDB_BIqhesZMvMqAKufTWy14HTyNUJIMpdC2S-nf_luhSq9dqxp23LKYGHe6Zynn6R5_bcUEWYr43eFYxoq4S9WtBSBBbEz_IudwaIsUWycAE2WMPW4IIGeNlPxeTpiaVmogjzmozXcapljs6Q2qp-eJ6Oh7ZREJ_pYQULp02R5UzCZ32K2kNS7h7pUe5BUhg9UDj1CD4ahY4M1h3d77CXu90t1EUFUHTtc7KP5GJKuGl3MxvuE_bBynF_gZ3Qa45C_KPs5GJLiSL60VOVzgeEjUE5OBpySI7C4RQR8XfaXx1gAkcEKtePixpOVMHDa0L9vZAEGxkon5HFPrCcZE-odUpKZAQOx05VtpQLHtJlHUUv5Ha4S_qOefUa5f6SIGjNwPTM-&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=RolrSXxNQ2MQszR6W3KrVQ%3D%3D&trk=flagship3_search_srp_jobs
Shree Krishna Group Pvt Ltd,Civil Engineer,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3838371982/?eBP=CwEAAAGOAKlnsNOqy5VdSR1ENqW87k9hzoLYI8dJJ2PGu23q6eFh8eF35rl4TykPN1aWDN9Dnu-mhYlnbxRF9uzdL4YzxXWJMRyTFvyo8J4t4ytdezoas-nzagx0gGSZYXTp8JtNDww4C2axMwGNolaCo7C5scs52coay7N7CRRXoRBuCK_beKaq0sea3UbhCrufuWELmiME5Agi5qQKhDJWo-hgyqPgvHsYXyKU3HWoqBDePtCg-mH3Jq4rht4bzvUzh0gaQLcsaKrv74_6y052SCtNurZm18iNzmZo0y2cBpOlzyS2NvcKIJ60d2y_eRvzLuZjSI6R0WnwTAX_YBJo8pGs5FARVwRi9j43bIPibr9I1lUaTbKjfbuCKhdh7MH9G4gj1h5V6TCCCO2CRJSVqCOlNxbN1MiNRHFBZKRocenaLorhfI3I2I0dXQ&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=edZr2UnRL2Gb3f%2FlEilAFw%3D%3D&trk=flagship3_search_srp_jobs
N+U DESIGN STUDIO,Civil Engineer,"Nagpur, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3834829797/?eBP=CwEAAAGOAKlnsBU14sZLP93VDZB1ikF0bbRxUjetmfXgCyQzEzRZfLlA5uIIiRi5lyXOUhYwohRkc_pe7Z-aWmk7JVJCIzx4z5OdVcHW4Fvdtw-8sQORhQYuWN43TghWYiYRU5z66wganFXv2K8EjWQ0bFlvHc9I-SzPYS8vLHWC_HHpMDxImwq2dIanN9DctcFAwQRR34O3MBPgTaicasqJO9XMGwZZNYJvolHRYG7UwkFqYFer8onDW_6EFQpq7OkLOnP-WPo6yqwt_3rNN7FzH2hcbO8RqpZ6gcUBABh29-9B2eV8ANJjwcthNx7xBens1upif-CNpWqanXgrvDCZjL15XV-DzN8x4ih1r3hiBBCI28FEWGp7eQGFubqp9i4AbVtTF6D3r1-dsQdf8O8&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=WfsWFWk4aFOga6jQllMe5A%3D%3D&trk=flagship3_search_srp_jobs
Wood,Civil Engineer,"Chennai, Tamil Nadu, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3760892096/?eBP=CwEAAAGOAKlnsKh0LoGPup1IHNdv0TlGJ5ehrSuN2Ccj7lrwUTGrURdepv2afyzzxE3creT-psidNE7r231xL6dBa-Dw6wPZ336CbWSKd912tkgyrcngbYWKxZVdVblEGIpqtQbU9tUtXTGpxtboRrNYlDsYXDU46Yid3vPa4mRPfv0no09r55k7j6d5zoDbopWQEfL6AOK9613ujT5hCPzCVL5U_lYlG9ElIKnNscQfQ7XKKIO3rNjvtmS_FhAJcV3Iv0TlUClJ_X7W_WxUA3cseEHQMPiq5LOpnM-4l-FcqVsLoUOtKG4ZG5GPykYzrs7TtIl2BmpIJ04f7313FFTWyz3QaCiCAXSoMJL65XzKAmw-0wtNG2JiONg&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=GJKWDA%2BU0K8Z4iUVMYXSdg%3D%3D&trk=flagship3_search_srp_jobs
Bengal Institute of Business Studies,Civil Engineer,"Kolkata, West Bengal, India (On-site)",Your profile matches this job,https://www.linkedin.com/jobs/view/3802422146/?eBP=CwEAAAGOAKlnsO8mUwZo_aRTrrhO7S_FArxUmD2iYzcVbh0GHvuXov6nmyLibkdIo-064ZHEB9nb7RJj3SFOjpNBsBlCcO65ziDY6MK7qX04ibudqgCCeSIYwuWGbXXE_Tdsol84YY1NCN82h5yJvoXFtMlfj6yIIrvE_16nrq_CMhCxNre91KeuoO-skQnY-Qe9N_0BwaJU0yDsbl2wVIWRz5G6xjaUqdc4ASSFYf9b_9dxE9Yx85javwIBBLTELsf6pLW5ikHKPPOmXenSGIoFrnUihKf_LMZdQFfDljV-5A4raqAYk-CA6uYGqmVs3T0sxg0_Yi81sjstFL3w2LQ4kyLchaBjodEnW8jK_UYpOcgsKuC-5HVOOWBcXy1RVIRmblyUQvHNNaUw_pLnPQ&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=vNhWzUnH195yypSY6zO%2B6w%3D%3D&trk=flagship3_search_srp_jobs
WSP,Civil Engineer,"Bengaluru, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3829775700/?eBP=CwEAAAGOAKlnsKC7nMIW2Au3v5smntBDMxqRlk6QZj56enW7RphGIDPzTCCpobNnVXF_4m-SxJgfWYgDHmhGfupeKHoRIwr85YVKYBgJ_ywyk5vQ9dfTlhRxzlZeWvDQXN7wPOrgnUcveT14CtBLPt0zIO9xfL9t9Wa6JgcPXRKTzriTqHgwGZkFKJZC79LBnjd6sXhR32Vn3Nu7AHUQxv31AuOZWGkyNUURHPZzmsk9MvoZ4KW-zsOvT9o9CTTXAB6mkCUdH6wwrGGnqgcJmFgvUc-EQBwX6zBJAXk-HNNQJLHyFeZhv5NirdS_1o3WSUmsi1ri3VpoYXDa7iihPCmibtFGEl7PFsD00BDTn1NV0NOEPuSVVc2PGOE&refId=yvK5674lBZCw6US1bFDg4A%3D%3D&trackingId=WM7z6iCiipe%2B91%2FBrdi1Hw%3D%3D&trk=flagship3_search_srp_jobs
SoftwareOne India,Advocate,"Mumbai, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3830238641/?eBP=CwEAAAGOAKm5IWlcj7w-A6cUiZQFv6hOByt1FfAyZHXdW5G5Eh9E-n7q5zsBsU322sQmgN_Nxpe-CD2-THTJcvtNjKhrUkqVU-vyeHixHg1G-m0FKcjHG4farJx3f15IhwpIwqhjfSZPyPsIipSxXlpLMSWGwhM8Z0TA8KeLRFioGMChFABRruoyJ6_qosVk93a2lpB-xpdCSn1A_1dszACDwTV_KiScAsU8m7CEF5I9Q6_mKPHWc8s2mSzSSXCKP2JOXSBtfSQv1p0lpD_1RhgBL5TLsbksXtqNmgft_kg2R8lCr56V7cGMGu7XftvfAE5LgLKBvCFpfYzX91sE085pwMiS_Y6ll3b5pihdBENa3viN-yAAYPHaa0G28mgCGkhWRtmrJ9s1lqv4p4FUDBX4FbK-jMUA&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=spoEhWmUQaC7LXNt005lMg%3D%3D&trk=flagship3_search_srp_jobs
Evernorth Health Services,Advocate,"Hyderabad, Telangana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3823629178/?eBP=CwEAAAGOAKm5IfDEIKtlxP2NLEpW07DjF6oYmjvWF3u2Rl3DwywlOGuiRUypyp4Zufj3eNLUFBIRiudMTm5C5Q4XlisvFWoHdIO83YrYFIyl44TvIgi5KhjFzLQQeG-WQkhN4D9c7Yh_BBFDuMF0kxyoega95TRF1Sg85kd0WLYjE5WkvvzOGuGwbkqBfjLcxQJT5HYoL9oaurZ3qWPnsH4HJMMabBuhBfhQ9hBC4Vhaq1EVy0_f11B8Icui8nvxmv0gaCVI_f3Mz5wFzXECdKCMBnLl5NlFW3sYJLS9u5Xr5gQUfx0Tvf20FY8dNqGs4pXrQhRpAKw8-R8oNs9iyjhWUgxRLLooMaP7bL-eBATyAObMfBuBs62WHypAa01bMDjjQ4YEBIYgS9dwtJWvKHXZzFwl7A&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=QMz4HQvq%2FVsJ4qyxaxdPLw%3D%3D&trk=flagship3_search_srp_jobs
Zensar Technologies,Advocate,"Pune, Maharashtra, India (On-site)",5 school alumni work here,https://www.linkedin.com/jobs/view/3829603824/?eBP=CwEAAAGOAKm5ISxj1YGuqKM1lLZMFLcIfuVyFSVv6VwOUmL1tFriDdeE9uuEVQAWdwG2WGEegZtamyx-9fYUQzF3J-meEM1U-7GjAqDFWd4s-KCOHucZpwmcWnDYlUs9VpLdNsAsisoav4_voMC4PKyp3FsjMfsqjMRlQBilq2IJcL9jnakJ8laplHmLy_4NjEe9jzMytlaU7FdPRRKBhoqqklz13v2k17VUUoFGym6J5_48GSrZLjSJ-98nwobwIT82Hgp-5X8R_NnramqZCf3OQRIHnCqMX2ZhVsTQwcZosvOIZU4baqcV-9iS1lsNdULX_OkGyzrrQpb4GSk34wf7FNsLEahS5f6mC-HG2D28O-fHdUxD2n7Y77S0MONHla8Msngr-3U440Xq4qH6NnxoLetG6sZL&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=5gASOE2e7IWePa%2FIAOKcMQ%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Advocate,"Kolkata, West Bengal, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3826773395/?eBP=CwEAAAGOAKm5Ifg2urxL1V4YrjGUjPI8e1FuX9APQJ0ItvABo8qfHrYIrnMZk53c_T55jYmPXTnTKfk-KRIecorBnu2-uiqs9a_T5s0JvIjbhQW72HxmMv2xLOZSqEaewPC6VFT8_xL8Ea4rntqL5E6he6mOhd6lDZij-aPp5NCnsqtwbrxRGaaHcZuuyOvxaOIhtlD_Qrx_DVZxv6r0PqrQdmnEQho29Av8AiPm3R0m_dcay9J7uIW_LO0MyWXNNbf8tO8xbGJw_2ciI54TqFvJ9EgNJj0Nb3LsjRMKYhdZAf8XdcztobHOIM-TiFKM4SWgpfEExSz6HuJUCQKezwg_uvz19rJCffNs_OkoV_mLjZqIvbQMlf4QqDpTdRsFnWiAY-_6ziS4JSMZEHkiVJ_TKcvj6g&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=aFOs12FTtYKFpCRqAcYE4Q%3D%3D&trk=flagship3_search_srp_jobs
UST,Advocate,"Bengaluru, Karnataka, India (Hybrid)",5 school alumni work here,https://www.linkedin.com/jobs/view/3815688142/?eBP=CwEAAAGOAKm5Iax2v6AQEBk-rIdH7trPO-1-Hf8dnTC9_pc_Lit2VwLE9aROWYd5bisR3iRUYkUr6K65SpktfRthRKi9g0pee04Ygz1sN3WvPSkq61yTRyrfSWH76bfRad3eO1vxZcNwTAsLSsnuKjBMWktRyOqOOVXvoxa0ok2h85Cn_aiduvYgAwzZqQipyW7w68xAlDo_G9f0GGxE8DeBvn1VDoVC7LueMhKXoHmhuXMbEorcWXXxTH0pzEnl9duAXwKl4iFJcOo2TltUp4GNWOQpNsVK6DloZcJf-KgaNxYmLYexJTlsrWHkpP40Ej2oLqt8L95monT20WsYNWey1aw1cmQ8pwvKQZYuAYPfzbckhtdbMaELoLTkjEJz88ZXYdMROM37kOWY0abPfTkGCTjsX47r&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=a%2BluadqEB08k6rLDS95vYg%3D%3D&trk=flagship3_search_srp_jobs
Braintrust,Advocate,"Jharkhand, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3833699495/?eBP=CwEAAAGOAKm5IRHxdAcCB2PtNruwWnam7BTPe-u_DeHTYy2m_nNi8tj_nyCuvefG5Y_40EYv28E_RX6jZ_-fOEvtEUX1ngPlLVBrviNwT3F4tFyJ3UXq3fugkSp3qPsdMTJfoTPaiUA3OWdYmkNBGm3czmqALZQmSUkF6FkbzNUO-jk93I4_iDHDar8tN8D_JvKdF2hwQbfqFejtovOubyNjbu0tGtmW6bv-Q5vvlcoT5i0yIXG_JdYvt-Zo4nX-ZnyIs4g2kEODTv76RK-_FXdNO2hAcaYcG-lHBLO2LeD4lvZlmxxlTPH1Lq-aAy1uRbMdS_O8e50vJMR67UfPYNETjrwhxn5jQ-Cxc0Zm2IsN6SS36zXrTBULRzSGuzfVzUdeZ8SZXnbhKls8A1yBNQ6PxqMqzomo&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=nCvqoiJTQxqGttEZEe0ejw%3D%3D&trk=flagship3_search_srp_jobs
Adobe,Advocate,"Noida, Uttar Pradesh, India",6 school alumni work here,https://www.linkedin.com/jobs/view/3642843981/?eBP=CwEAAAGOAKm5IV3G-Gp4hZghKtlMJp9CK56LPLNK0KyRHW5KCRDI_dXRRcjMKJao5YuCwVDrDhjQMoqQz4_mFZLsoD8KId099k5gEPWxU2ILreUfpkqsDp7VWuC81kZirPO6a0pcibQcVSPQnX1d68pJgeLhlZ3_RYY0_2p7zOq7DoMFBH1jc3wiwvha_4XsjYOO5PwiLQ-f7WJLX7eXm_Tv1KV-fVSy7h_EYCLON2mD6xO5lt-JZzgieYtDkv_KGTFBpLJ3M5KachDTF365gEXGphKSKiteXJGiUt81zFRss-Vhq7AeTPEvUMXoU2F8KhYNEERE9sPysBzyNN6v7lYW8tEJ6Q415JiK0RPqjBskqAM5Cxf-tCcFB7MmQKDa1OoRg8UK7q_32razdbAjo1pAqoW52wh4&refId=npSRpXRr9rXrrCtFx7eJ4g%3D%3D&trackingId=UndRRwIHhDlgBs%2BxbN7ouA%3D%3D&trk=flagship3_search_srp_jobs
